posteam,week,nodrives,noplays,noruns,nopass,sack,interception,incomplete_pass,complete_pass,notds,touchdown_rush,touchdown_pass,yards_gained,yards_passing,yards_receiving,yards_rushing,yards_after_catch,air_yards2,air_yards,epa,def_nodrives,def_noplays,def_noruns,def_nopass,def_sack,def_interception,def_incomplete_pass,def_complete_pass,def_notds,def_touchdown_rush,def_touchdown_pass,def_yards_gained,def_yards_passing,def_yards_receiving,def_yards_rushing,def_yards_after_catch,def_air_yards2,def_air_yards,def_epa
KAN,16,10,66,21,45,0,2,19,24,2,0,2,395,278,278,117,170,108,352,0.831470134288203,10,62,23,35,4,0,8,27,2,0,2,367,300,300,90,145,155,233,3.44780511220495
KAN,17,8,50,17,32,1,0,9,23,3,1,2,268,218,218,51,181,37,147,8.31347042019479,9,69,35,31,3,0,9,22,5,2,3,416,302,302,135,173,129,243,16.3901911331632
LAC,1,13,71,39,30,2,0,14,16,1,1,0,362,208,208,155,80,128,335,-6.21882854469013,12,66,28,36,3,1,12,23,1,1,0,295,193,193,122,83,110,291,-14.8252344065013
LAC,2,10,78,44,33,2,1,10,22,2,1,1,479,311,311,183,185,126,283,3.08763541555811,10,70,22,47,1,0,20,27,2,0,2,414,302,302,125,116,186,339,7.33753040920926
LAC,3,10,73,23,49,2,1,13,35,2,1,1,436,330,330,117,186,144,296,-7.92579008451441,10,51,21,28,2,0,6,22,1,0,1,302,235,235,81,136,99,138,-5.15475204939761
LAC,4,11,50,23,25,2,1,4,20,3,0,3,324,290,290,46,161,129,193,5.87063287713512,12,73,27,46,0,1,15,30,6,0,5,484,369,369,115,109,260,431,11.016513840862
LAC,5,14,68,32,33,3,0,14,19,4,0,4,345,259,259,111,98,161,379,0.679783244683818,13,75,25,48,2,1,14,33,3,2,1,408,325,325,95,100,225,327,-2.98069205617314
LAC,7,14,77,32,44,1,0,16,28,5,2,3,484,351,351,135,199,152,383,11.3741473920416,11,59,27,27,5,0,13,14,3,1,2,294,173,173,140,68,105,252,-5.84420060837874
LAC,8,12,84,38,44,2,2,13,29,3,0,3,485,278,278,210,140,138,296,3.05636433762866,13,58,16,41,2,1,14,26,4,1,3,351,248,248,108,115,133,308,4.44106955456824
LAC,9,9,74,31,42,2,0,14,28,3,1,2,440,326,326,128,131,195,309,9.81290638420853,10,50,26,23,1,0,10,13,4,2,2,320,165,165,160,56,109,281,8.99997957664822
LAC,10,11,63,29,32,2,1,11,20,3,1,2,273,187,187,99,132,55,229,-2.35125801002141,11,57,32,25,0,0,10,15,3,1,2,280,169,169,111,44,125,266,-2.63790816646929
LAC,11,10,78,26,49,3,0,12,37,3,0,3,376,366,366,29,170,196,328,3.29228516614839,10,55,24,30,1,1,14,15,5,2,2,292,205,205,96,44,161,384,-2.29754061199492
LAC,12,12,79,24,52,3,1,20,31,2,1,1,367,316,316,76,150,166,312,-6.33759760938589,12,58,30,25,3,1,5,19,3,1,2,332,177,177,172,74,103,106,-2.09553770141927
LAC,13,11,70,15,53,3,2,25,26,0,0,0,258,209,209,70,129,80,324,-26.3004576223477,10,66,43,22,1,0,8,14,4,2,2,291,130,130,165,76,54,154,1.68696541304988
LAC,14,9,71,26,44,1,1,7,36,2,0,2,345,243,243,105,145,98,241,3.63537556851873,8,55,20,33,2,3,8,22,2,0,2,319,263,263,70,111,152,327,0.34413482779796
LAC,15,9,62,29,32,1,0,10,22,4,2,2,402,314,314,96,91,223,359,15.3822413090638,10,74,41,33,1,1,12,20,3,2,1,449,279,279,173,103,176,310,8.99587728217695
LAC,16,10,55,20,33,2,0,12,21,1,0,1,316,253,253,89,129,124,208,-1.18470632506939,10,76,28,47,2,2,21,24,1,1,0,396,264,264,133,96,168,541,1.47461296630612
LAC,17,9,69,35,31,3,0,9,22,5,2,3,416,302,302,135,173,129,243,16.3901911331632,8,50,17,32,1,0,9,23,3,1,2,268,218,218,51,181,37,147,8.31347042019479
LAR,1,11,72,40,31,1,1,10,20,2,2,0,422,275,275,153,195,80,140,1.6936029748686,10,69,27,39,3,0,14,25,2,1,1,380,266,266,136,114,152,283,-1.36874030933904
LAR,2,10,67,39,27,1,0,7,20,5,2,3,449,267,267,191,109,158,221,25.7395186623969,10,69,26,43,0,2,15,26,2,2,0,363,242,242,121,111,131,281,-5.53622275509683
LAR,3,10,66,32,32,2,1,8,23,4,2,2,478,321,321,167,154,167,185,21.187336491602,9,58,21,33,4,1,8,24,5,1,4,375,311,311,101,140,171,307,11.3121776638145
LAR,4,10,57,23,32,2,0,7,25,2,1,1,240,200,200,58,118,82,196,-5.41706267596196,10,66,25,36,5,1,12,23,0,0,0,295,190,190,136,118,72,209,-11.6070724516497
LAR,5,13,66,35,30,1,1,8,21,4,2,2,429,309,309,129,192,117,188,6.75200297429064,13,52,14,30,8,0,12,18,1,1,0,108,111,111,38,102,9,139,-22.8925733925368
LAR,6,10,57,19,38,0,1,18,19,2,0,2,311,198,194,113,51,143,455,1.06432640062545,11,70,37,33,0,0,10,23,3,0,3,390,268,268,122,223,45,145,7.76758744766241
LAR,7,13,68,34,33,1,0,10,23,4,1,2,371,220,220,160,120,100,268,-8.73730432680353,11,61,17,40,4,2,10,28,0,0,0,279,261,261,49,112,149,449,-23.4928909575129
LAR,8,16,91,29,61,2,2,24,35,3,1,1,471,355,355,131,200,155,365,-23.2816674210489,14,48,25,22,1,0,10,12,2,1,1,145,93,93,55,47,46,118,-23.1835270414886
LAR,10,10,69,29,37,3,0,10,27,3,3,0,389,302,302,106,162,140,277,4.25814868322099,10,65,22,37,6,2,13,22,1,1,0,333,248,248,113,143,105,367,-11.967824542338
LAR,11,13,70,20,51,0,2,10,39,3,0,3,413,376,376,37,200,176,265,1.49528747907176,12,67,18,48,1,2,20,26,3,1,2,251,216,216,42,83,133,420,-13.5034912369292
LAR,12,15,61,28,31,2,2,10,19,2,1,0,308,198,198,126,125,73,256,-28.5097990275099,15,70,33,35,2,1,10,24,2,1,0,345,252,252,112,175,77,172,-22.087765133028
LAR,13,11,79,31,47,1,0,10,37,4,3,1,463,351,351,119,256,95,167,13.3313352985731,12,61,21,39,2,1,17,21,5,1,3,232,173,173,92,87,86,240,-11.344455347202
LAR,14,11,62,36,25,1,1,8,16,2,1,1,318,137,137,186,74,63,114,-1.76151837366736,12,59,29,23,6,1,8,14,1,0,0,220,146,146,107,50,96,142,-31.8721788535978
LAR,15,11,56,19,34,3,1,11,22,2,0,2,303,209,209,114,114,95,199,-14.786544826499,11,64,31,31,2,0,9,22,2,1,1,289,207,207,93,119,88,143,-1.39798651427289
LAR,16,10,75,29,43,3,1,18,24,0,0,0,334,234,234,118,78,156,283,-10.0790126684489,11,60,24,32,5,0,12,20,2,1,1,292,225,225,95,82,143,318,-1.02585024830289
LAR,17,10,70,30,38,2,1,15,22,0,0,0,333,231,231,110,93,138,358,-9.62131525732646,12,49,18,27,4,1,7,19,2,0,1,214,192,192,48,144,48,213,-15.2966562221148
LVR,1,9,61,31,30,0,0,8,22,4,3,1,372,239,239,133,158,81,166,15.0756779395264,10,65,30,34,1,0,12,22,3,2,1,388,269,269,129,137,132,279,6.96198653367498
LVR,2,9,76,35,38,3,0,10,28,4,1,3,377,284,284,116,147,137,265,8.81366499221312,9,57,19,38,0,1,11,26,3,2,1,424,312,312,112,213,99,196,10.2065857194792
LVR,3,11,56,22,32,2,0,8,24,3,0,2,375,261,261,126,115,146,247,-4.19188766713568,11,68,38,28,2,1,10,17,3,2,1,406,162,162,250,126,36,129,7.16110209839547
LVR,4,9,68,23,44,2,0,12,32,2,0,2,383,311,311,86,138,173,267,-1.90678613588798,10,59,24,34,1,0,10,24,4,2,2,337,288,288,63,77,211,229,13.5090845696318
LVR,5,12,67,35,31,1,1,8,22,5,2,3,490,347,347,144,181,166,271,18.9194682611245,11,66,20,43,3,1,20,22,4,2,2,413,340,340,80,161,179,440,10.0159531583186
LVR,7,11,63,24,36,3,1,11,24,2,0,2,347,284,284,76,137,147,315,-6.76420672713412,10,68,25,45,0,0,12,33,6,2,4,454,369,369,85,134,235,399,23.8104342650284
LVR,8,7,70,45,24,2,0,9,15,1,0,1,309,111,111,209,60,51,140,9.91793875578751,6,47,22,25,0,0,13,12,0,0,0,223,122,122,101,74,48,193,-1.36564779502976
LVR,9,10,50,26,23,1,0,10,13,4,2,2,320,165,165,160,56,109,281,8.99997957664822,9,74,31,42,2,0,14,28,3,1,2,440,326,326,128,131,195,309,9.81290638420853
LVR,10,13,66,41,25,0,0,9,16,4,4,0,357,154,154,203,64,90,219,6.36034001596861,12,68,19,47,2,4,20,23,1,0,1,313,257,257,66,64,193,397,-20.9242436347083
LVR,11,9,57,26,31,0,1,7,23,4,1,3,364,275,275,89,155,120,237,13.4970772654496,9,73,27,46,0,1,10,35,5,3,2,460,352,352,108,138,214,349,23.7988063131925
LVR,12,13,58,14,39,5,1,13,25,1,0,0,243,240,240,40,141,99,253,-41.9345378355915,13,72,32,39,1,1,16,22,3,1,2,304,185,185,125,100,85,221,-5.82822560384062
LVR,13,12,73,25,47,2,1,18,28,4,1,3,440,381,381,72,170,211,499,2.72980458803669,12,60,34,23,3,1,8,14,4,2,2,376,186,186,206,116,70,201,5.03074372705305
LVR,14,9,68,22,46,0,2,12,32,4,1,2,424,345,345,79,159,186,325,0.194323665616431,9,59,31,28,0,0,9,19,4,2,2,456,244,244,212,105,139,255,22.4589123468512
LVR,15,10,74,41,33,1,1,12,20,3,2,1,449,279,279,173,103,176,310,8.99587728217695,9,62,29,32,1,0,10,22,4,2,2,402,314,314,96,91,223,359,15.3822413090638
LVR,16,11,60,24,34,3,0,13,21,2,1,1,418,336,336,104,149,187,318,-1.64726876634375,12,63,25,35,3,0,9,26,2,0,2,383,276,276,130,138,138,233,6.97314131691472
LVR,17,14,64,23,38,3,2,12,24,4,2,2,465,371,371,106,123,248,379,3.20852149801794,14,75,32,41,2,0,16,25,3,1,2,446,339,339,122,216,123,293,-1.31623758272381
MIA,1,9,58,27,30,1,3,7,20,1,1,0,269,191,191,87,59,132,251,-11.0515667284151,9,63,42,19,2,0,4,15,3,3,0,357,155,155,217,88,67,101,10.1845417748055
MIA,2,11,71,22,47,3,0,16,31,3,1,2,410,328,328,99,121,207,313,10.2740004207938,11,59,23,35,1,0,11,24,4,0,4,523,415,415,112,154,261,362,21.034442621141
MIA,3,10,57,36,20,1,0,2,18,4,2,2,294,160,160,138,46,114,144,9.9681332360783,10,63,17,42,4,1,11,30,2,2,0,318,275,275,72,161,114,313,-10.0294935613929
MIA,4,9,69,22,45,1,2,14,29,1,1,0,415,315,315,103,139,176,341,3.5073298531316,10,62,26,34,2,1,9,24,4,2,2,441,360,360,98,168,192,305,12.428946404761
MIA,5,12,63,33,28,2,0,6,22,4,1,3,436,350,350,94,141,209,268,16.695356219608,11,59,19,35,5,2,17,16,2,1,1,259,171,171,131,93,78,316,-17.9315514086924
MIA,6,14,56,25,29,2,2,7,20,3,0,3,302,200,200,110,115,85,220,-4.14765052245041,14,69,22,44,3,1,22,21,0,0,0,263,186,186,115,98,88,396,-22.5138312031056
MIA,8,14,48,25,22,1,0,10,12,2,1,1,145,93,93,55,47,46,118,-23.1835270414886,16,91,29,61,2,2,24,35,3,1,1,471,355,355,131,200,155,365,-23.2816674210489
MIA,9,9,55,25,28,3,0,8,20,3,1,2,312,248,248,91,68,180,229,8.33040935191657,9,64,37,26,1,0,5,21,5,1,3,442,283,283,178,52,231,250,9.69111603168854
MIA,10,11,57,32,25,0,0,10,15,3,1,2,280,169,169,111,44,125,266,-2.63790816646929,11,63,29,32,2,1,11,20,3,1,2,273,187,187,99,132,55,229,-2.35125801002141
MIA,11,10,61,17,38,6,1,14,23,1,0,1,223,200,200,56,79,121,304,-9.97493521502235,11,63,33,30,0,1,11,18,2,2,0,459,270,270,189,140,130,341,-2.63395776769617
MIA,12,11,68,25,39,4,0,15,24,2,0,2,345,257,257,104,104,153,275,-7.91748779269711,11,53,23,27,3,2,9,16,0,0,0,260,197,197,87,79,118,317,-18.154450616993
MIA,13,11,66,28,39,0,0,13,26,1,0,1,406,296,296,110,151,145,298,-0.800765749960497,10,50,17,27,6,2,8,17,1,0,1,196,193,193,40,155,38,162,-12.1617966306676
MIA,14,14,76,24,49,4,1,20,28,3,1,2,367,316,316,80,110,206,466,-0.663622239702194,13,61,24,34,3,3,7,24,3,1,2,448,393,393,94,205,188,318,0.527606920679674
MIA,15,9,70,42,26,2,1,5,20,3,3,0,383,145,145,250,77,68,98,12.5292002762819,8,52,22,27,3,0,10,17,0,0,0,303,209,209,117,87,122,227,-5.15618597748311
MIA,16,12,63,25,35,3,0,9,26,2,0,2,383,276,276,130,138,138,233,6.97314131691472,11,60,24,34,3,0,13,21,2,1,1,418,336,336,104,149,187,318,-1.64726876634375
MIA,17,15,80,20,59,1,3,20,36,4,2,1,454,393,393,70,215,178,440,-12.6250911843605,14,64,25,38,1,2,12,24,6,2,4,455,388,388,78,115,273,451,13.6324918193277
MIN,1,10,49,22,25,2,1,5,19,4,2,2,382,259,259,134,72,187,267,12.9600120622839,10,76,32,44,0,0,12,32,5,1,4,522,364,364,158,155,209,391,23.5100873921861
MIN,2,10,46,18,26,3,3,12,11,1,1,0,175,113,113,80,19,94,312,-14.4085986342093,10,67,40,25,2,1,5,19,2,1,1,354,214,214,151,108,106,219,-0.247046007895931
MIN,3,13,62,33,27,2,2,9,16,4,1,3,464,251,251,226,121,130,237,3.68119181987083,13,73,34,37,2,1,13,23,2,2,0,444,321,321,134,88,233,363,1.44978016974929
MIN,4,12,65,40,22,3,0,6,16,4,3,1,410,260,260,162,94,166,276,16.0566877560845,10,62,26,33,3,0,13,20,2,0,2,386,300,300,96,102,198,300,1.51803419893888
MIN,5,11,83,41,39,3,1,11,27,3,1,2,449,249,249,201,96,153,271,8.7769258295294,11,52,16,32,4,1,11,20,4,1,3,314,217,217,124,74,143,391,4.54390618254547
MIN,6,12,50,13,36,1,3,9,24,3,0,3,365,343,343,32,137,206,330,-7.80833961223834,12,79,37,40,2,0,10,30,4,0,4,462,371,371,99,171,200,270,12.5653355563931
MIN,8,7,49,34,14,1,0,3,11,4,3,1,324,160,160,173,131,29,25,18.8787446902716,8,65,24,41,1,0,14,27,3,0,3,400,291,291,109,125,166,334,11.5004918146878
MIN,9,11,55,34,20,1,0,7,13,5,2,3,487,220,220,275,114,106,217,15.2218715040945,12,73,27,45,2,3,11,31,2,0,2,421,305,305,129,167,138,273,-7.00496168915782
MIN,10,13,70,33,36,1,1,10,25,2,0,2,385,292,292,99,147,145,296,-2.36310501118329,10,49,17,31,2,1,14,16,0,0,0,149,124,124,41,59,65,231,-21.4444627736796
MIN,11,10,61,29,30,2,0,8,22,4,1,3,430,314,314,125,136,178,262,5.41505877918098,11,64,31,32,1,1,9,22,4,1,3,376,203,203,180,80,123,206,5.52432960067375
MIN,12,11,70,24,45,2,0,11,34,5,0,3,387,307,307,96,78,229,366,-1.50042588841385,9,63,28,36,0,1,16,19,1,0,1,374,267,267,107,135,132,303,2.42791393507046
MIN,13,16,85,38,43,4,1,14,28,4,0,3,420,305,305,145,147,158,328,-9.89228524081699,14,68,25,42,2,2,12,28,2,1,1,390,280,280,124,92,188,351,-6.71149809743941
MIN,14,8,76,33,37,6,0,13,24,2,1,1,335,225,225,162,126,99,248,11.2204883032816,9,48,26,23,0,0,8,15,3,1,2,303,196,196,107,57,139,228,7.24945137638276
MIN,15,10,65,28,35,3,1,10,24,3,1,2,407,271,271,158,144,127,206,1.51772240756385,10,64,42,21,1,1,5,15,3,2,1,397,202,202,199,99,103,167,8.70837453150022
MIN,16,11,60,17,41,2,0,14,27,5,2,3,364,291,291,90,164,127,191,10.7950150001561,11,73,45,28,0,2,5,21,7,7,0,583,319,319,264,149,170,259,26.1718900857507
MIN,17,11,74,31,40,3,0,12,28,5,2,3,508,405,405,125,210,195,271,19.3808211534387,9,54,22,31,1,1,10,20,5,2,3,417,293,293,129,83,210,443,17.431505919275
NOR,1,13,66,34,31,1,0,12,19,3,1,2,271,198,198,82,116,82,166,-14.2161159242621,13,65,26,36,3,2,11,23,4,1,2,310,239,239,86,90,149,292,-9.40734760073018
NOR,2,9,57,19,38,0,1,11,26,3,2,1,424,312,312,112,213,99,196,10.2065857194792,9,76,35,38,3,0,10,28,4,1,3,377,284,284,116,147,137,265,8.81366499221312
NOR,3,10,57,20,36,2,0,7,29,3,0,3,397,288,288,122,163,125,152,6.85088473479483,10,59,26,32,1,0,11,21,4,1,3,369,283,283,98,151,132,288,9.29927822878195
NOR,4,9,69,42,25,2,1,5,19,5,3,2,392,246,246,164,90,156,233,17.2745078731095,9,56,22,31,3,1,13,17,4,1,3,281,206,206,90,75,131,325,2.64845391747076
NOR,5,13,75,25,48,2,1,14,33,3,2,1,408,325,325,95,100,225,327,-2.98069205617314,14,68,32,33,3,0,14,19,4,0,4,345,259,259,111,98,161,379,0.679783244683818
NOR,7,7,66,29,37,1,0,7,30,3,1,2,415,287,287,138,138,149,177,13.91244009557,6,43,14,28,1,0,5,23,3,1,2,283,254,254,37,158,96,186,12.7855251687071
NOR,8,13,72,30,41,1,0,10,31,2,0,2,394,280,280,122,169,111,190,4.62922000057764,11,69,23,41,5,1,12,28,2,0,2,329,272,272,96,64,208,326,-5.55754180285621
NOR,9,11,73,37,35,1,0,6,29,5,1,4,420,282,282,138,123,159,179,12.082779537118,11,46,5,38,3,3,13,22,0,0,0,194,209,209,8,80,129,365,-24.5691554165214
NOR,10,13,56,30,23,3,0,9,14,3,2,1,237,139,139,114,116,23,103,-5.99398587846089,11,66,25,39,2,2,13,24,1,0,1,281,247,247,49,121,126,264,-12.7158531513844
NOR,11,10,62,36,23,3,0,5,18,3,3,0,376,233,233,166,103,130,142,2.33994362152686,11,59,14,37,8,2,16,19,0,0,0,248,232,232,52,52,180,401,-18.4149381870743
NOR,12,12,63,44,16,3,1,6,9,4,4,0,292,78,78,229,46,32,105,3.03283336563435,12,43,33,9,1,2,6,1,0,0,0,112,13,13,100,16,-3,134,-30.9791021387188
NOR,13,11,75,36,37,2,0,10,27,3,1,2,424,232,232,207,50,182,300,5.6593698640354,12,63,21,39,3,0,20,19,1,0,1,332,273,273,70,56,217,453,-12.7200737892013
NOR,14,11,63,20,38,5,1,9,28,3,1,2,358,291,291,96,113,178,253,3.53176704605064,12,65,36,30,0,0,13,17,3,2,1,413,167,167,246,120,47,175,0.716372100897948
NOR,15,13,52,17,34,1,1,18,15,4,1,3,285,234,234,60,139,95,272,-6.1176975913113,13,92,41,47,4,0,21,26,4,1,3,411,254,254,179,128,126,422,1.99071089524393
NOR,16,11,73,45,28,0,2,5,21,7,7,0,583,319,319,264,149,170,259,26.1718900857507,11,60,17,41,2,0,14,27,5,2,3,364,291,291,90,164,127,191,10.7950150001561
NOR,17,12,64,30,32,2,0,10,22,4,1,3,347,201,201,156,83,118,201,10.3278028888712,11,60,20,37,3,5,14,18,1,1,0,320,271,271,74,46,225,502,-24.1238312530331
NWE,1,9,63,42,19,2,0,4,15,3,3,0,357,155,155,217,88,67,101,10.1845417748055,9,58,27,30,1,3,7,20,1,1,0,269,191,191,87,59,132,251,-11.0515667284151
NWE,2,10,70,25,44,1,1,13,30,3,2,1,464,397,397,67,126,271,351,14.3598362682771,10,61,30,28,2,1,6,21,6,0,5,429,288,288,154,133,155,258,13.0279964357615
NWE,3,11,68,38,28,2,1,10,17,3,2,1,406,162,162,250,126,36,129,7.16110209839547,11,56,22,32,2,0,8,24,3,0,2,375,261,261,126,115,146,247,-4.19188766713568
NWE,4,11,74,35,37,2,3,14,20,2,0,1,357,190,190,185,87,103,296,-15.606473790926,10,55,25,29,1,0,10,19,2,0,2,323,236,236,94,152,84,235,2.85534336928427
NWE,6,11,56,25,27,4,2,6,19,1,1,0,288,195,195,117,136,59,147,-14.6198981404305,11,63,37,24,2,2,12,10,0,0,0,299,189,189,135,50,139,391,-8.0818069328677
NWE,7,9,49,22,25,2,4,6,15,0,0,0,241,162,162,94,72,90,203,-16.2706369534689,9,63,37,25,1,2,3,20,4,4,0,467,277,277,197,184,93,160,24.6607442391325
NWE,8,9,61,34,25,2,0,10,15,2,2,0,349,174,174,188,92,82,143,5.00743375936074,10,57,38,18,1,1,6,11,3,3,0,339,154,154,190,83,71,179,9.09390370224121
NWE,9,9,75,41,35,0,0,8,27,3,3,0,433,274,274,159,106,168,281,16.7163213562685,8,44,18,25,1,1,6,18,3,0,3,322,262,262,65,97,165,315,13.3368052853047
NWE,10,10,59,39,18,1,0,4,14,3,1,2,308,142,142,173,66,76,106,8.80688498482553,9,64,28,34,2,1,9,24,2,0,2,357,249,249,115,145,104,259,3.02975739122539
NWE,11,10,66,24,40,2,0,14,26,2,1,1,435,365,365,86,193,172,239,10.6442432842319,9,56,19,37,0,0,9,28,3,1,2,399,344,344,55,167,177,314,15.9349056659096
NWE,12,9,50,30,18,3,2,7,9,2,2,0,179,84,84,110,49,35,105,-11.0809231200862,9,70,34,34,2,1,10,23,2,2,0,298,170,170,138,75,95,229,-4.41669906382177
NWE,13,10,66,43,22,1,0,8,14,4,2,2,291,130,130,165,76,54,154,1.68696541304988,11,70,15,53,3,2,25,26,0,0,0,258,209,209,70,129,80,324,-26.3004576223477
NWE,14,12,59,29,23,6,1,8,14,1,0,0,220,146,146,107,50,96,142,-31.8721788535978,11,62,36,25,1,1,8,16,2,1,1,318,137,137,186,74,63,114,-1.76151837366736
NWE,15,8,52,22,27,3,0,10,17,0,0,0,303,209,209,117,87,122,227,-5.15618597748311,9,70,42,26,2,1,5,20,3,3,0,383,145,145,250,77,68,98,12.5292002762819
NWE,16,9,48,24,21,3,0,12,9,1,1,0,201,78,78,145,46,32,176,-7.4010582546898,10,71,31,40,0,0,10,30,5,1,4,474,344,344,130,142,202,397,26.7264634260957
NWE,17,10,63,29,31,3,0,9,22,4,0,4,404,261,261,166,134,127,195,15.723950252228,11,62,25,34,3,2,9,23,2,1,1,350,266,266,111,157,109,241,2.20935025019571
NYG,1,11,64,20,41,3,2,13,26,2,0,2,291,279,279,29,116,163,232,-8.23558624320648,10,64,30,32,2,0,11,21,3,0,3,349,229,229,141,105,124,221,9.7212849943946
NYG,2,10,60,18,40,4,1,14,25,1,1,0,295,241,241,75,80,161,254,-6.41303406286804,9,64,32,28,4,2,8,18,2,0,2,304,190,190,135,71,119,239,-0.980402828860594
NYG,3,8,49,15,32,2,1,14,17,0,0,0,231,179,179,66,39,140,284,-15.7662458534538,9,73,35,36,2,0,11,25,4,3,1,420,343,343,93,141,202,284,23.2986767593655
NYG,4,10,66,25,36,5,1,12,23,0,0,0,295,190,190,136,118,72,209,-11.6070724516497,10,57,23,32,2,0,7,25,2,1,1,240,200,200,58,118,82,196,-5.41706267596196
NYG,5,10,62,27,33,2,0,13,20,3,2,0,300,222,222,89,111,111,194,-0.899922010748066,10,64,29,33,2,1,8,24,4,2,1,402,288,288,126,103,185,237,1.8694807697597
NYG,6,8,46,26,19,1,1,6,12,1,0,1,240,112,112,132,38,74,151,-3.1138470019196,8,69,24,42,3,1,10,31,3,0,2,337,280,280,86,149,131,244,0.556953816752615
NYG,7,13,55,22,30,3,1,9,20,3,1,2,325,187,187,160,97,90,180,-2.91631651186617,13,72,26,43,3,1,17,25,3,1,2,442,359,359,96,115,244,374,1.54338619558248
NYG,8,11,69,24,42,3,2,14,26,3,1,2,357,274,274,101,140,134,320,3.32679842681486,11,66,24,40,2,0,12,28,2,0,2,344,279,279,81,94,185,364,1.41716950881209
NYG,9,12,74,35,34,5,0,11,23,2,1,1,350,212,212,166,90,122,181,0.00287832247929942,10,50,9,39,2,3,7,29,2,1,1,402,387,387,37,277,110,147,-0.495871513730271
NYG,10,11,67,36,28,3,0,7,21,3,3,0,382,244,244,151,59,185,237,10.7169812330094,10,63,23,37,3,0,16,21,2,2,0,346,208,208,156,79,129,338,4.35675139747608
NYG,12,12,80,42,38,0,0,16,22,1,1,0,386,244,244,142,57,187,323,0.616530607479613,11,46,15,29,2,1,11,17,1,0,1,155,136,136,40,78,58,202,-17.3638815960574
NYG,13,12,55,31,22,2,1,8,13,2,1,1,290,105,105,190,28,77,184,-5.04285276845664,12,70,22,43,5,1,15,27,1,0,1,327,263,263,111,108,155,380,-17.0218490498939
NYG,14,11,49,17,24,8,0,11,13,1,1,0,159,145,145,78,30,115,271,-18.217250880145,13,79,43,35,1,0,11,24,2,1,1,390,244,244,159,128,116,191,1.35207560102261
NYG,15,8,54,21,32,1,0,13,19,0,0,0,288,221,221,74,85,136,298,-3.29639302828516,7,63,30,32,1,0,5,27,3,1,2,392,297,297,106,107,190,235,16.4707759629819
NYG,16,8,59,12,41,6,0,17,24,1,0,1,269,252,252,54,108,144,386,-3.17383364524508,9,65,40,26,0,0,9,17,3,1,2,432,183,183,249,66,117,181,15.2976411251545
