posteam,week,nodrives,noplays,noruns,nopass,sack,interception,incomplete_pass,complete_pass,notds,touchdown_rush,touchdown_pass,yards_gained,yards_passing,yards_receiving,yards_rushing,yards_after_catch,air_yards2,air_yards,epa,def_nodrives,def_noplays,def_noruns,def_nopass,def_sack,def_interception,def_incomplete_pass,def_complete_pass,def_notds,def_touchdown_rush,def_touchdown_pass,def_yards_gained,def_yards_passing,def_yards_receiving,def_yards_rushing,def_yards_after_catch,def_air_yards2,def_air_yards,def_epa
NYG,17,12,55,28,25,2,1,7,17,3,1,2,336,229,229,125,68,161,287,-1.44524572550171,12,80,27,47,6,1,17,29,1,1,0,307,244,244,108,126,118,258,-8.07703839581653
NYJ,1,11,51,15,35,3,1,13,21,2,1,1,254,215,215,52,139,76,257,-8.44052137347792,11,81,32,46,3,0,13,33,3,1,2,404,312,312,98,137,175,279,0.67607813361907
NYJ,2,11,62,29,32,1,0,11,21,1,0,1,277,179,179,104,99,80,144,-12.1214304269697,11,59,29,27,3,1,4,22,4,2,2,359,202,202,182,125,77,134,10.363353594207
NYJ,3,11,60,29,29,2,3,9,17,3,0,1,260,168,168,109,122,46,182,-25.4692773325369,10,56,31,25,0,0,6,19,2,1,1,353,234,234,119,119,115,143,3.39923470039312
NYJ,4,11,74,24,44,6,0,19,25,1,1,0,321,246,246,129,68,178,439,-12.2458982709982,13,63,32,31,0,3,9,19,5,2,2,359,242,242,117,60,182,302,-2.08697217285232
NYJ,5,10,64,28,33,3,0,15,18,1,0,1,285,195,195,123,95,100,322,-8.60954617960283,11,67,30,37,1,1,9,27,4,3,1,496,380,380,127,152,228,336,15.0281424925184
NYJ,6,14,69,22,44,3,1,22,21,0,0,0,263,186,186,115,98,88,396,-22.5138312031056,14,56,25,29,2,2,7,20,3,0,3,302,200,200,110,115,85,220,-4.14765052245041
NYJ,7,9,51,22,23,6,2,9,12,1,1,0,191,120,120,100,39,81,149,-13.1928910551042,10,72,27,43,2,0,13,30,0,0,0,422,307,307,126,172,135,308,5.3040840992894
NYJ,8,11,55,25,30,1,0,12,18,0,0,0,221,133,133,93,74,59,193,-13.3308199959849,10,67,20,47,0,0,12,35,5,0,5,496,446,446,50,213,233,403,19.8689796125982
NYJ,9,8,44,18,25,1,1,6,18,3,0,3,322,262,262,65,97,165,315,13.3368052853047,9,75,41,35,0,0,8,27,3,3,0,433,274,274,159,106,168,281,16.7163213562685
NYJ,11,10,55,24,30,1,1,14,15,5,2,2,292,205,205,96,44,161,384,-2.29754061199492,10,78,26,49,3,0,12,37,3,0,3,376,366,366,29,170,196,328,3.29228516614839
NYJ,12,11,53,23,27,3,2,9,16,0,0,0,260,197,197,87,79,118,317,-18.154450616993,11,68,25,39,4,0,15,24,2,0,2,345,257,257,104,104,153,275,-7.91748779269711
NYJ,13,12,60,34,23,3,1,8,14,4,2,2,376,186,186,206,116,70,201,5.03074372705305,12,73,25,47,2,1,18,28,4,1,3,440,381,381,72,170,211,499,2.72980458803669
NYJ,14,11,52,23,26,3,0,12,14,0,0,0,185,132,132,69,45,87,245,-17.4347451594909,11,69,36,32,1,1,6,25,5,1,4,410,239,239,174,105,134,227,14.122451684649
NYJ,15,11,64,31,31,2,0,9,22,2,1,1,289,207,207,93,119,88,143,-1.39798651427289,11,56,19,34,3,1,11,22,2,0,2,303,209,209,114,114,95,199,-14.786544826499
NYJ,16,13,69,34,33,2,0,16,17,3,0,3,333,218,218,131,125,93,318,-1.1067459878099,13,73,18,53,4,0,25,28,2,2,0,299,285,285,45,120,165,412,-10.2430744712267
NYJ,17,11,62,25,34,3,2,9,23,2,1,1,350,266,266,111,157,109,241,2.20935025019571,10,63,29,31,3,0,9,22,4,0,4,404,261,261,166,134,127,195,15.723950252228
PHI,1,15,67,17,42,8,2,16,24,2,0,2,265,270,270,57,113,157,520,-20.490868219298,15,70,36,31,3,0,14,17,3,2,1,239,178,178,80,95,83,248,-13.8583592254766
PHI,2,10,69,26,43,0,2,15,26,2,2,0,363,242,242,121,111,131,281,-5.53622275509683,10,67,39,27,1,0,7,20,5,2,3,449,267,267,191,109,158,221,25.7395186623969
PHI,3,13,86,36,47,3,2,16,29,2,1,1,378,225,225,172,104,121,353,-3.34543988342046,14,69,17,44,8,0,13,31,2,0,2,295,312,312,39,123,189,390,-0.121846539050719
PHI,4,10,59,28,28,3,1,9,18,2,1,1,267,193,193,93,111,82,159,-5.59392710389992,12,69,20,45,5,2,11,32,4,2,1,417,338,338,116,168,170,259,-5.11713382782182
PHI,5,10,57,16,36,5,2,13,21,4,2,2,336,276,276,94,63,213,474,7.26093446249697,10,67,32,34,1,0,7,27,5,2,3,367,239,239,136,138,101,196,14.0285337628402
PHI,6,14,64,18,40,6,0,19,21,4,1,2,364,213,213,194,61,152,369,-6.88884823169792,14,67,37,27,3,0,11,16,3,2,1,355,186,186,182,88,98,186,2.10263889008465
PHI,7,13,72,26,43,3,1,17,25,3,1,2,442,359,359,96,115,244,374,1.54338619558248,13,55,22,30,3,1,9,20,3,1,2,325,187,187,160,97,90,180,-2.91631651186617
PHI,8,11,58,26,28,4,2,10,16,2,0,2,222,132,132,119,32,100,304,-18.2852819958353,12,78,35,40,4,0,19,21,1,0,0,265,180,180,133,120,60,313,-27.019778466643
PHI,10,10,63,23,37,3,0,16,21,2,2,0,346,208,208,156,79,129,338,4.35675139747608,11,67,36,28,3,0,7,21,3,3,0,382,244,244,151,59,185,237,10.7169812330094
PHI,11,13,65,25,35,5,2,12,21,3,0,2,315,235,235,106,105,130,244,-15.5197259688032,13,64,40,22,3,0,10,12,1,1,0,324,204,204,137,42,162,260,-13.1282878817068
PHI,12,11,65,14,46,6,1,19,26,2,0,2,250,221,221,70,110,111,330,-11.9475640435261,12,63,30,31,2,0,9,22,2,1,1,301,230,230,76,89,141,247,-3.65713374317022
PHI,13,9,59,25,27,7,1,15,11,1,0,1,278,188,188,117,35,153,269,-6.1698516776464,10,61,25,34,2,0,9,25,4,1,3,437,295,295,149,133,162,364,18.2948422157837
PHI,14,12,65,36,30,0,0,13,17,3,2,1,413,167,167,246,120,47,175,0.716372100897948,11,63,20,38,5,1,9,28,3,1,2,358,291,291,96,113,178,253,3.53176704605064
PHI,15,13,79,29,44,6,0,20,24,4,1,3,422,338,338,117,173,165,477,3.37998574369703,13,68,30,37,1,1,8,28,4,1,3,526,432,432,103,177,255,364,1.14437824287283
PHI,16,13,70,29,39,3,2,16,21,2,1,1,477,342,342,151,129,213,376,-4.73524353820254,13,66,34,30,2,1,7,22,4,1,3,513,377,377,151,225,152,238,10.243969595457
PHI,17,13,65,29,33,3,2,18,13,2,2,0,216,119,119,118,43,76,276,-19.6181989437318,12,62,27,32,3,2,8,22,2,0,2,248,162,162,103,97,65,101,-13.1440761524052
PIT,1,10,64,30,32,2,0,11,21,3,0,3,349,229,229,141,105,124,221,9.7212849943946,11,64,20,41,3,2,13,26,2,0,2,291,279,279,29,116,163,232,-8.23558624320648
PIT,2,14,64,22,41,1,1,11,29,3,1,2,410,311,311,109,168,143,233,-9.93728437296363,13,72,26,39,7,1,19,19,2,0,2,319,276,276,104,61,215,515,-14.6954601443933
PIT,3,11,76,38,36,2,0,13,23,3,1,2,387,237,237,169,140,97,323,4.91600769985419,10,47,15,27,5,1,7,19,3,1,2,260,264,264,29,82,182,285,2.06127261323854
PIT,5,10,67,32,34,1,0,7,27,5,2,3,367,239,239,136,138,101,196,14.0285337628402,10,57,16,36,5,2,13,21,4,2,2,336,276,276,94,63,213,474,7.26093446249697
PIT,6,12,62,37,23,2,0,8,15,4,3,1,277,168,168,129,71,97,172,5.1106433303011,12,54,22,28,4,2,11,15,2,0,1,220,165,165,75,86,79,144,-27.8055603547837
PIT,7,11,74,25,49,0,3,14,32,3,1,2,362,268,268,94,158,110,266,8.856327193417,10,56,23,31,2,0,13,18,3,1,2,292,220,220,82,108,112,265,2.21606304447499
PIT,8,10,50,16,32,2,0,11,21,3,1,2,221,182,182,48,93,89,232,-0.773356106539723,12,78,47,28,4,2,13,13,4,1,2,457,208,208,265,77,131,232,-5.87132205742904
PIT,9,11,63,18,45,0,0,14,31,3,0,3,355,309,309,46,185,124,328,2.50526719444685,11,70,31,38,2,1,16,21,1,0,1,364,243,243,144,52,191,348,-8.99498267971402
PIT,10,14,66,20,46,0,0,19,27,4,0,4,377,333,319,44,138,181,431,4.32706089899134,14,64,21,40,4,0,19,21,1,0,1,324,213,213,139,107,106,343,-13.5804644223181
PIT,11,13,73,27,46,0,1,13,32,3,1,2,373,267,267,106,111,156,372,2.4483844425567,12,56,17,37,2,4,17,16,0,0,0,206,151,151,73,59,92,335,-24.6795051177683
PIT,12,10,71,20,51,0,1,14,36,1,0,1,334,266,266,68,135,131,241,-8.41456581584378,12,49,28,18,3,1,8,9,3,1,1,219,110,110,129,83,27,136,-18.6349222430727
PIT,13,13,67,14,53,0,1,19,33,2,0,2,326,305,305,21,149,156,325,-10.4179680973558,13,70,21,46,3,0,15,31,2,1,1,318,296,296,45,168,128,265,-5.76439661623223
PIT,14,13,55,17,37,1,2,14,21,3,0,2,224,187,187,47,116,71,242,-17.1121234553866,12,71,27,43,1,1,18,24,2,0,2,334,238,238,104,130,108,455,-10.003859447597
PIT,15,14,62,23,38,1,1,17,20,2,1,1,244,170,170,86,105,65,307,-20.4226350303688,14,56,41,13,2,0,6,7,3,2,1,230,89,89,152,24,65,179,-6.37100674350278
PIT,16,13,64,14,49,1,0,15,34,4,1,3,354,341,341,22,134,207,345,-0.523962571809534,12,67,28,34,5,1,12,21,3,2,1,365,270,270,127,131,139,379,0.210309091722593
PIT,17,9,65,20,44,1,1,17,26,2,0,2,394,317,317,85,108,209,418,8.30087341057722,10,62,31,27,4,0,10,17,3,2,1,358,196,196,192,60,136,258,8.62835966832346
SEA,1,11,58,20,35,3,0,4,31,5,1,4,383,322,322,84,160,162,205,18.4017207008825,12,77,21,54,2,1,16,37,3,1,2,506,450,450,72,106,344,524,0.0357722726256862
SEA,2,10,61,30,28,2,1,6,21,6,0,5,429,288,288,154,133,155,258,13.0279964357615,10,70,25,44,1,1,13,30,3,2,1,464,397,397,67,126,271,351,14.3598362682771
SEA,3,14,70,26,40,4,0,13,27,5,0,5,412,315,315,117,74,241,394,4.04133697159705,14,80,21,57,2,2,18,37,4,1,3,522,472,472,61,186,286,458,11.6874719820121
SEA,4,10,62,26,34,2,1,9,24,4,2,2,441,360,360,98,168,192,305,12.428946404761,9,69,22,45,1,2,14,29,1,1,0,415,315,315,103,139,176,341,3.5073298531316
SEA,5,11,52,16,32,4,1,11,20,4,1,3,314,217,217,124,74,143,391,4.54390618254547,11,83,41,39,3,1,11,27,3,1,2,449,249,249,201,96,153,271,8.7769258295294
SEA,7,12,82,30,50,2,3,14,33,4,1,3,572,388,388,200,158,230,451,9.32294774641612,13,77,33,48,0,1,13,34,4,1,3,519,360,360,159,175,185,387,5.53705152218454
SEA,8,11,67,28,37,2,0,10,27,5,1,4,350,261,261,101,128,133,260,16.0731528599512,10,66,22,41,3,1,11,29,4,2,2,351,322,322,52,114,208,291,13.8695131346467
SEA,9,11,63,17,41,5,2,11,28,4,2,2,419,390,390,57,145,245,380,1.52571487860389,12,64,19,38,7,0,7,31,5,2,3,420,415,415,34,194,221,341,13.9748913058027
SEA,10,10,65,22,37,6,2,13,22,1,1,0,333,248,248,113,143,105,367,-11.967824542338,10,69,29,37,3,0,10,27,3,3,0,389,302,302,106,162,140,277,4.25814868322099
SEA,11,10,62,31,28,3,0,5,23,3,1,2,347,197,197,165,101,96,188,12.5306076525639,9,63,18,42,3,0,13,29,3,1,2,314,269,269,57,136,133,284,8.40316951996647
SEA,12,12,63,30,31,2,0,9,22,2,1,1,301,230,230,76,89,141,247,-3.65713374317022,11,65,14,46,6,1,19,26,2,0,2,250,221,221,70,110,111,330,-11.9475640435261
SEA,13,12,70,22,43,5,1,15,27,1,0,1,327,263,263,111,108,155,380,-17.0218490498939,12,55,31,22,2,1,8,13,2,1,1,290,105,105,190,28,77,184,-5.04285276845664
SEA,14,11,69,36,32,1,1,6,25,5,1,4,410,239,239,174,105,134,227,14.122451684649,11,52,23,26,3,0,12,14,0,0,0,185,132,132,69,45,87,245,-17.4347451594909
SEA,15,10,53,26,27,0,1,8,18,2,1,1,302,121,121,181,59,62,139,3.76955474222094,10,79,20,55,4,2,15,38,2,1,1,353,295,295,84,139,156,368,1.20909555938797
SEA,16,11,60,24,32,5,0,12,20,2,1,1,292,225,225,95,82,143,318,-1.02585024830289,10,75,29,43,3,1,18,24,0,0,0,334,234,234,118,78,156,283,-10.0790126684489
SEA,17,12,65,27,36,2,0,16,20,3,1,2,280,181,181,121,114,67,324,3.80829611138869,11,64,24,37,3,0,12,25,2,1,1,328,273,273,86,102,171,288,-0.956800856669305
SFO,1,11,61,25,33,3,0,14,19,2,0,2,366,259,259,123,161,98,220,-2.83265634431391,12,77,36,40,2,1,13,26,3,2,1,404,230,230,180,133,97,192,5.91689875710502
SFO,2,11,59,29,27,3,1,4,22,4,2,2,359,202,202,182,125,77,134,10.363353594207,11,62,29,32,1,0,11,21,1,0,1,277,179,179,104,99,80,144,-12.1214304269697
SFO,3,9,73,35,36,2,0,11,25,4,3,1,420,343,343,93,141,202,284,23.2986767593655,8,49,15,32,2,1,14,17,0,0,0,231,179,179,66,39,140,284,-15.7662458534538
SFO,4,12,69,20,45,5,2,11,32,4,2,1,417,338,338,116,168,170,259,-5.11713382782182,10,59,28,28,3,1,9,18,2,1,1,267,193,193,93,111,82,159,-5.59392710389992
SFO,5,11,59,19,35,5,2,17,16,2,1,1,259,171,171,131,93,78,316,-17.9315514086924,12,63,33,28,2,0,6,22,4,1,3,436,350,350,94,141,209,268,16.695356219608
SFO,6,11,70,37,33,0,0,10,23,3,0,3,390,268,268,122,223,45,145,7.76758744766241,10,57,19,38,0,1,18,19,2,0,2,311,198,194,113,51,143,455,1.06432640062545
SFO,7,9,63,37,25,1,2,3,20,4,4,0,467,277,277,197,184,93,160,24.6607442391325,9,49,22,25,2,4,6,15,0,0,0,241,162,162,94,72,90,203,-16.2706369534689
SFO,8,10,66,22,41,3,1,11,29,4,2,2,351,322,322,52,114,208,291,13.8695131346467,11,67,28,37,2,0,10,27,5,1,4,350,261,261,101,128,133,260,16.0731528599512
SFO,9,10,53,17,35,1,1,12,22,2,1,1,337,291,291,55,197,94,224,-3.86743061587318,11,63,31,31,1,0,6,25,4,0,4,405,305,305,111,131,174,229,17.673942271157
SFO,10,11,66,25,39,2,2,13,24,1,0,1,281,247,247,49,121,126,264,-12.7158531513844,13,56,30,23,3,0,9,14,3,2,1,237,139,139,114,116,23,103,-5.99398587846089
SFO,12,15,70,33,35,2,1,10,24,2,1,0,345,252,252,112,175,77,172,-22.087765133028,15,61,28,31,2,2,10,19,2,1,0,308,198,198,126,125,73,256,-28.5097990275099
SFO,13,9,60,21,39,0,2,11,26,3,0,3,402,316,316,86,133,183,266,2.03867987079536,10,68,27,40,1,0,8,32,4,0,4,449,375,375,81,129,246,294,10.8098971713787
SFO,14,16,76,27,45,4,1,19,25,4,1,1,344,260,257,108,128,129,268,-30.3068102660473,14,62,28,32,2,1,16,15,0,0,0,193,108,108,98,61,47,197,-17.9149228977634
SFO,15,14,81,36,43,2,2,15,26,4,1,3,458,319,319,150,120,199,334,6.85432198270269,13,58,22,34,2,0,14,20,4,2,2,291,221,221,87,148,73,206,0.262911938948368
SFO,16,12,55,30,22,3,0,9,13,3,0,3,398,182,182,227,109,73,145,8.53802396439496,12,79,27,50,3,1,18,31,1,1,0,350,247,247,120,96,151,406,-13.5609999160416
SFO,17,11,64,24,37,3,0,12,25,2,1,1,328,273,273,86,102,171,288,-0.956800856669305,12,65,27,36,2,0,16,20,3,1,2,280,181,181,121,114,67,324,3.80829611138869
TAM,1,13,65,26,36,3,2,11,23,4,1,2,310,239,239,86,90,149,292,-9.40734760073018,13,66,34,31,1,0,12,19,3,1,2,271,198,198,82,116,82,166,-14.2161159242621
TAM,2,11,57,22,35,0,1,11,23,4,3,1,339,217,217,122,110,107,234,-1.12440805833993,12,71,24,42,5,2,7,33,2,2,0,427,367,367,87,149,218,309,-10.2921183104645
TAM,3,12,65,25,38,2,0,13,25,3,0,3,353,297,297,68,111,186,311,9.19952946687413,11,59,14,39,6,2,12,25,1,0,1,226,229,229,42,92,137,262,-16.252187008178
TAM,4,12,73,27,46,0,1,15,30,6,0,5,484,369,369,115,109,260,431,11.016513840862,11,50,23,25,2,1,4,20,3,0,3,324,290,290,46,161,129,193,5.87063287713512
TAM,5,11,64,20,41,3,0,16,25,1,0,1,339,253,253,106,100,153,383,-0.831128057525932,11,59,14,42,3,1,11,30,2,1,1,243,243,243,35,91,152,333,-8.95771112273665
TAM,6,11,63,35,28,0,0,11,17,4,2,2,324,166,166,158,72,94,231,3.29159127735631,12,61,21,35,5,2,17,16,2,1,0,201,160,160,94,81,79,298,-18.248785998928
TAM,7,10,68,25,45,0,0,12,33,6,2,4,454,369,369,85,134,235,399,23.8104342650284,11,63,24,36,3,1,11,24,2,0,2,347,284,284,76,137,147,315,-6.76420672713412
TAM,8,11,66,24,40,2,0,12,28,2,0,2,344,279,279,81,94,185,364,1.41716950881209,11,69,24,42,3,2,14,26,3,1,2,357,274,274,101,140,134,320,3.32679842681486
TAM,9,11,46,5,38,3,3,13,22,0,0,0,194,209,209,8,80,129,365,-24.5691554165214,11,73,37,35,1,0,6,29,5,1,4,420,282,282,138,123,159,179,12.082779537118
TAM,10,11,77,37,39,1,0,11,28,5,2,3,544,341,341,210,168,173,324,27.4323902477256,11,47,16,28,3,1,7,20,3,1,2,187,148,148,65,79,69,195,-10.4362221576585
TAM,11,12,67,18,48,1,2,20,26,3,1,2,251,216,216,42,83,133,420,-13.5034912369292,13,70,20,51,0,2,10,39,3,0,3,413,376,376,37,200,176,265,1.49528747907176
TAM,12,11,55,13,41,1,2,12,27,3,0,3,417,345,345,75,141,204,392,8.00276279963203,11,72,20,50,2,0,13,37,3,0,3,543,462,462,87,156,306,486,17.504607604342
TAM,14,9,48,26,23,0,0,8,15,3,1,2,303,196,196,107,57,139,228,7.24945137638276,8,76,33,37,6,0,13,24,2,1,1,335,225,225,162,126,99,248,11.2204883032816
TAM,15,12,66,18,45,3,0,14,31,4,2,2,416,390,390,51,195,195,349,10.311305760344,11,65,13,49,3,0,15,34,3,0,3,369,356,356,37,119,237,431,1.82450555506437
TAM,16,13,70,26,42,2,0,11,31,7,1,6,588,491,491,111,162,329,467,24.7394347501845,12,50,15,31,4,1,9,21,0,0,0,186,152,152,73,89,63,166,-29.5470478410134
TAM,17,10,63,22,41,1,1,14,26,5,1,4,485,399,399,94,184,215,447,21.1962031630622,9,71,26,44,1,0,15,29,3,1,2,385,265,265,127,125,140,227,4.7491003328495
TEN,1,10,78,34,43,1,0,14,29,2,0,2,377,249,249,130,96,153,266,8.17215465594378,11,59,26,33,0,0,11,22,2,1,1,323,216,216,107,133,83,303,-5.00688332249411
TEN,2,10,59,34,24,1,0,6,18,4,0,4,354,239,239,123,89,150,191,13.7949375807395,9,74,27,45,2,2,13,30,4,1,3,480,339,339,165,96,243,393,18.8272862356315
TEN,3,13,73,34,37,2,1,13,23,2,2,0,444,321,321,134,88,233,363,1.44978016974929,13,62,33,27,2,2,9,16,4,1,3,464,251,251,226,121,130,237,3.68119181987083
TEN,5,9,62,34,28,0,0,7,21,6,3,3,334,195,195,139,69,126,181,17.8071033797751,9,69,22,46,1,2,15,29,2,0,2,370,285,285,95,69,216,406,2.38562963777101
TEN,6,11,70,27,41,2,1,10,30,6,2,4,607,366,366,263,158,208,309,28.2019176663246,10,66,27,38,2,0,10,28,5,1,4,412,335,335,92,112,223,334,19.9477509592883
TEN,7,10,56,23,31,2,0,13,18,3,1,2,292,220,220,82,108,112,265,2.21606304447499,11,74,25,49,0,3,14,32,3,1,2,362,268,268,94,158,110,266,8.856327193417
TEN,8,9,60,29,30,1,1,11,18,3,1,2,441,233,233,218,74,159,271,15.3270633249165,8,69,32,37,0,0,11,26,4,2,2,367,249,249,118,73,176,245,18.4312353314369
TEN,9,12,55,31,21,3,0,11,10,2,0,2,228,158,158,92,78,80,215,-6.39912097850112,13,75,20,52,3,0,16,36,3,0,2,375,335,335,56,137,198,320,-12.1591739544716
TEN,10,9,60,32,27,1,0,12,15,2,1,1,294,147,147,157,76,71,197,-3.90883987775479,8,68,29,39,1,0,10,29,3,2,1,430,308,308,133,205,103,192,13.9660994874772
TEN,11,10,68,34,32,2,1,8,23,3,1,2,423,266,266,173,139,127,200,9.98343815808565,10,63,33,29,1,1,11,17,2,1,1,306,186,186,129,104,82,288,6.27265890960525
TEN,12,11,68,45,22,1,0,9,13,5,4,1,449,221,221,229,118,103,153,17.7392766704725,12,67,21,44,2,1,19,24,4,2,2,336,295,295,56,164,131,339,0.982084424904315
TEN,13,12,66,18,45,3,1,15,29,5,1,3,431,389,389,62,132,257,487,2.62118639925029,12,70,36,34,0,0,8,26,5,1,4,458,340,340,118,190,150,212,17.0690360096557
TEN,14,11,65,40,24,1,0,5,19,4,2,2,454,212,212,249,73,139,197,13.1596633393649,11,69,15,54,0,1,22,31,1,0,1,354,263,263,91,129,134,455,-8.91819694672305
TEN,15,10,66,38,27,1,0,6,21,6,3,3,463,273,273,195,131,142,246,30.5990858548661,9,65,27,38,0,1,10,27,3,2,1,430,307,307,123,112,195,353,8.64256070731403
TEN,16,9,55,27,26,2,2,13,11,2,1,1,260,121,121,156,38,83,212,-5.92593287338968,10,63,37,25,1,1,3,21,6,2,4,448,231,231,234,108,123,178,21.3038258685556
TEN,17,11,70,41,27,2,0,9,18,5,4,1,492,216,216,288,62,154,306,19.8104656369693,10,61,17,40,4,1,10,29,4,1,3,457,385,385,96,95,290,416,16.361848181433
WAS,1,15,70,36,31,3,0,14,17,3,2,1,239,178,178,80,95,83,248,-13.8583592254766,15,67,17,42,8,2,16,24,2,0,2,265,270,270,57,113,157,520,-20.490868219298
WAS,2,11,60,23,33,4,0,14,19,2,1,1,316,223,223,117,134,89,283,-2.55418708038306,12,73,32,38,3,1,11,26,3,2,1,438,286,286,160,120,166,352,8.2691633416303
WAS,3,12,62,22,37,3,3,13,21,3,1,2,309,224,224,103,145,79,245,-7.15545575565193,11,62,37,23,2,0,7,16,4,2,2,300,156,156,158,66,90,189,4.57411593228554
WAS,4,11,70,22,45,3,0,13,32,2,2,0,343,314,314,69,204,110,200,-2.15608582458966,11,56,32,23,1,2,6,15,4,2,2,350,208,208,144,54,154,363,12.461636781829
WAS,5,13,52,14,30,8,0,12,18,1,1,0,108,111,111,38,102,9,139,-22.8925733925368,13,66,35,30,1,1,8,21,4,2,2,429,309,309,129,192,117,188,6.75200297429064
WAS,6,8,69,24,42,3,1,10,31,3,0,2,337,280,280,86,149,131,244,0.556953816752615,8,46,26,19,1,1,6,12,1,0,1,240,112,112,132,38,74,151,-3.1138470019196
WAS,7,10,66,39,25,2,0,10,15,3,1,2,397,194,194,208,70,124,197,8.2547389285608,9,54,26,22,6,1,10,11,0,0,0,142,114,114,83,52,62,160,-16.1204588081084
WAS,9,10,50,9,39,2,3,7,29,2,1,1,402,387,387,37,277,110,147,-0.495871513730271,12,74,35,34,5,0,11,23,2,1,1,350,212,212,166,90,122,181,0.00287832247929942
WAS,10,10,83,26,55,2,0,17,38,3,3,0,464,390,390,89,197,193,324,13.088968243082,10,55,21,33,1,0,9,24,3,0,3,372,276,276,105,146,130,218,10.4403085075017
WAS,11,12,61,34,25,2,1,7,17,2,1,1,325,166,166,164,97,69,143,-3.5997010508832,12,66,18,44,4,1,18,25,1,0,1,272,233,233,70,89,144,421,-12.199156522024
WAS,12,11,66,36,27,3,1,6,20,4,3,1,338,177,177,182,82,95,120,2.28134401282405,11,57,18,35,4,1,9,25,2,0,1,247,215,215,60,72,143,209,-28.1638726531906
WAS,13,13,70,21,46,3,0,15,31,2,1,1,318,296,296,45,168,128,265,-5.76439661623223,13,67,14,53,0,1,19,33,2,0,2,326,305,305,21,149,156,325,-10.4179680973558
WAS,14,14,62,28,32,2,1,16,15,0,0,0,193,108,108,98,61,47,197,-17.9149228977634,16,76,27,45,4,1,19,25,4,1,1,344,260,257,108,128,129,268,-30.3068102660473
WAS,15,10,79,20,55,4,2,15,38,2,1,1,353,295,295,84,139,156,368,1.20909555938797,10,53,26,27,0,1,8,18,2,1,1,302,121,121,181,59,62,139,3.76955474222094
WAS,16,11,69,19,47,3,2,19,26,1,0,1,386,291,291,108,170,121,490,-9.48764215855604,12,67,35,28,4,1,8,19,2,1,1,280,197,197,113,66,131,290,-7.04583863657899
WAS,17,12,62,27,32,3,2,8,22,2,0,2,248,162,162,103,97,65,101,-13.1440761524052,13,65,29,33,3,2,18,13,2,2,0,216,119,119,118,43,76,276,-19.6181989437318
