week,defteam,noruns,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_rush,touchdown_pass,yards_rushing,yards_after_catch,air_yards,air_yards2,epa
9,MIN,27,45,73,2,421,305,3,2,5,11,31,305,0,2,129,167,273,138,-7.00496168915782
9,NOR,5,38,46,0,194,209,3,3,9,13,22,209,0,0,8,80,365,129,-24.5691554165214
9,NWE,18,25,44,3,322,262,1,1,4,6,18,262,0,3,65,97,315,165,13.3368052853047
9,NYG,9,39,50,2,402,387,3,2,6,7,29,387,1,1,37,277,147,110,-0.495871513730271
9,NYJ,41,35,75,3,433,274,0,0,4,8,27,274,3,0,159,106,281,168,16.7163213562685
9,PIT,31,38,70,1,364,243,1,2,8,16,21,243,0,1,144,52,348,191,-8.99498267971402
9,SEA,19,38,64,5,420,415,0,7,9,7,31,415,2,3,34,194,341,221,13.9748913058027
9,SFO,31,31,63,4,405,305,0,1,1,6,25,305,0,4,111,131,229,174,17.673942271157
9,TAM,37,35,73,5,420,282,0,1,3,6,29,282,1,4,138,123,179,159,12.082779537118
9,TEN,20,52,75,3,375,335,0,3,9,16,36,335,0,2,56,137,320,198,-12.1591739544716
9,WAS,35,34,74,2,350,212,0,5,8,11,23,212,1,1,166,90,181,122,0.00287832247929942
10,ARI,18,50,68,3,369,296,2,0,4,15,33,296,0,3,73,166,343,130,-0.638096234348548
10,BAL,39,18,59,3,308,142,0,1,3,4,14,142,1,2,173,66,106,76,8.80688498482553
10,BUF,35,32,70,3,453,245,1,3,4,9,22,245,2,1,217,96,231,149,4.85331186835736
10,CAR,37,39,77,5,544,341,0,1,7,11,28,341,2,3,210,168,324,173,27.4323902477256
10,CHI,33,36,70,2,385,292,1,1,5,10,25,292,0,2,99,147,296,145,-2.36310501118329
10,CIN,20,46,66,4,377,333,0,0,8,19,27,319,0,4,44,138,431,181,4.32706089899134
10,CLE,22,30,54,1,243,163,0,2,3,10,20,163,0,1,90,92,180,71,0.692595007007855
10,DEN,41,25,66,4,357,154,0,0,0,9,16,154,4,0,203,64,219,90,6.36034001596861
10,DET,26,55,83,3,464,390,0,2,8,17,38,390,3,0,89,197,324,193,13.088968243082
10,GNB,23,35,61,1,260,169,1,3,4,16,18,169,0,1,109,92,207,77,-11.896236436854
10,HOU,41,20,62,1,356,132,0,1,2,8,12,132,1,0,231,55,165,77,-2.79779223624019
10,IND,32,27,60,2,294,147,0,1,5,12,15,147,1,1,157,76,197,71,-3.90883987775479
10,JAC,25,34,60,3,395,325,1,1,3,9,24,325,1,2,80,237,212,88,-3.97802235167831
10,LAC,32,25,57,3,280,169,0,0,1,10,15,169,1,2,111,44,266,125,-2.63790816646929
10,LAR,22,37,65,1,333,248,2,6,13,13,22,248,1,0,113,143,367,105,-11.967824542338
10,LVR,19,47,68,1,313,257,4,2,7,20,23,257,0,1,66,64,397,193,-20.9242436347083
10,MIA,29,32,63,3,273,187,1,2,8,11,20,187,1,2,99,132,229,55,-2.35125801002141
10,MIN,17,31,49,0,149,124,1,2,11,14,16,124,0,0,41,59,231,65,-21.4444627736796
10,NOR,25,39,66,1,281,247,2,2,8,13,24,247,0,1,49,121,264,126,-12.7158531513844
10,NWE,28,34,64,2,357,249,1,2,2,9,24,249,0,2,115,145,259,104,3.02975739122539
10,NYG,23,37,63,2,346,208,0,3,12,16,21,208,2,0,156,79,338,129,4.35675139747608
10,PHI,36,28,67,3,382,244,0,3,7,7,21,244,3,0,151,59,237,185,10.7169812330094
10,PIT,21,40,64,1,324,213,0,4,9,19,21,213,0,1,139,107,343,106,-13.5804644223181
10,SEA,29,37,69,3,389,302,0,3,4,10,27,302,3,0,106,162,277,140,4.25814868322099
10,SFO,30,23,56,3,237,139,0,3,5,9,14,139,2,1,114,116,103,23,-5.99398587846089
10,TAM,16,28,47,3,187,148,1,3,8,7,20,148,1,2,65,79,195,69,-10.4362221576585
10,TEN,29,39,68,3,430,308,0,1,2,10,29,308,2,1,133,205,192,103,13.9660994874772
10,WAS,21,33,55,3,372,276,0,1,1,9,24,276,0,3,105,146,218,128,10.4403085075017
11,ARI,31,28,62,3,347,197,0,3,8,5,23,197,1,2,165,101,188,96,12.5306076525639
11,ATL,36,23,62,3,376,233,0,3,5,5,18,233,3,0,166,103,142,130,2.33994362152686
11,BAL,34,32,68,3,423,266,1,2,7,8,23,266,1,2,173,139,200,127,9.98343815808565
11,CAR,17,33,55,0,185,178,0,5,8,15,18,178,0,0,40,93,192,85,-20.4718651259389
11,CIN,34,25,61,2,325,166,1,2,5,7,17,166,1,1,164,97,143,69,-3.5997010508832
11,CLE,25,35,65,3,315,235,2,5,10,12,21,235,0,2,106,105,244,130,-15.5197259688032
11,DAL,29,30,61,4,430,314,0,2,7,8,22,314,1,3,125,136,262,178,5.41505877918098
11,DEN,17,38,61,1,223,200,1,6,7,14,23,200,0,1,56,79,304,121,-9.97493521502235
11,DET,34,35,70,2,374,258,2,1,1,9,24,258,1,1,116,123,235,135,-4.94435323543156
11,GNB,37,36,74,3,420,288,1,1,5,11,24,288,0,3,140,164,263,124,0.711216692009655
11,HOU,24,40,66,2,435,365,0,2,8,14,26,365,1,1,86,193,239,172,10.6442432842319
11,IND,18,38,55,4,367,311,1,1,1,10,27,311,1,3,66,134,297,177,-3.08973995090824
11,JAC,27,46,73,3,373,267,1,0,3,13,32,267,1,2,106,111,372,156,2.4483844425567
11,KAN,26,31,57,4,364,275,1,0,1,7,23,275,1,3,89,155,237,120,13.4970772654496
11,LAC,24,30,55,5,292,205,1,1,8,14,15,205,2,2,96,44,384,161,-2.29754061199492
11,LAR,18,48,67,3,251,216,2,1,5,20,26,216,1,2,42,83,420,133,-13.5034912369292
11,LVR,27,46,73,5,460,352,1,0,5,10,35,352,3,2,108,138,349,214,23.7988063131925
11,MIA,33,30,63,2,459,270,1,0,4,11,18,270,2,0,189,140,341,130,-2.63395776769617
11,MIN,31,32,64,4,376,203,1,1,2,9,22,203,1,3,180,80,206,123,5.52432960067375
11,NOR,14,37,59,0,248,232,2,8,12,16,19,232,0,0,52,52,401,180,-18.4149381870743
11,NWE,19,37,56,3,399,344,0,0,2,9,28,344,1,2,55,167,314,177,15.9349056659096
11,NYJ,26,49,78,3,376,366,0,3,7,12,37,366,0,3,29,170,328,196,3.29228516614839
11,PHI,40,22,64,1,324,204,0,3,2,10,12,204,1,0,137,42,260,162,-13.1282878817068
11,PIT,17,37,56,0,206,151,4,2,7,17,16,151,0,0,73,59,335,92,-24.6795051177683
11,SEA,18,42,63,3,314,269,0,3,7,13,29,269,1,2,57,136,284,133,8.40316951996647
11,TAM,20,51,70,3,413,376,2,0,3,10,39,376,0,3,37,200,265,176,1.49528747907176
11,TEN,33,29,63,2,306,186,1,1,2,11,17,186,1,1,129,104,288,82,6.27265890960525
11,WAS,18,44,66,1,272,233,1,4,11,18,25,233,0,1,70,89,421,144,-12.199156522024
12,ARI,30,18,50,2,179,84,2,3,4,7,9,84,2,0,110,49,105,35,-11.0809231200862
12,ATL,14,39,58,1,243,240,1,5,6,13,25,240,0,0,40,141,253,99,-41.9345378355915
12,BAL,20,51,71,1,334,266,1,0,6,14,36,266,0,1,68,135,241,131,-8.41456581584378
12,BUF,24,52,79,2,367,316,1,3,7,20,31,316,1,1,76,150,312,166,-6.33759760938589
12,CAR,24,45,70,5,387,307,0,2,9,11,34,307,0,3,96,78,366,229,-1.50042588841385
12,CHI,39,29,68,5,393,211,0,0,0,8,21,211,1,4,182,122,244,89,19.2433639765368
12,CIN,42,38,80,1,386,244,0,0,3,16,22,244,1,0,142,57,323,187,0.616530607479613
12,CLE,25,35,59,3,375,235,0,0,2,15,20,235,1,2,140,117,354,118,11.0179490000311
12,DAL,36,27,66,4,338,177,1,3,6,6,20,177,3,1,182,82,120,95,2.28134401282405
12,DEN,44,16,63,4,292,78,1,3,3,6,9,78,4,0,229,46,105,32,3.03283336563435
12,DET,23,25,50,4,384,318,0,2,3,8,17,318,0,4,77,115,319,203,10.6828139854187
12,GNB,16,46,65,4,350,242,2,3,6,18,26,242,0,3,121,94,400,148,1.48003114362237
12,HOU,29,43,76,4,388,295,1,4,8,14,28,295,2,1,109,162,348,133,-14.7950711198318
12,IND,45,22,68,5,449,221,0,1,2,9,13,221,4,1,229,118,153,103,17.7392766704725
12,JAC,33,29,64,3,459,258,0,2,1,10,19,258,1,2,207,117,235,141,12.7770977689933
12,KAN,13,41,55,3,417,345,2,1,7,12,27,345,0,3,75,141,392,204,8.00276279963203
12,LAC,30,25,58,3,332,177,1,3,8,5,19,177,1,2,172,74,106,103,-2.09553770141927
12,LAR,33,35,70,2,345,252,1,2,7,10,24,252,1,0,112,175,172,77,-22.087765133028
12,LVR,32,39,72,3,304,185,1,1,8,16,22,185,1,2,125,100,221,85,-5.82822560384062
12,MIA,23,27,53,0,260,197,2,3,5,9,16,197,0,0,87,79,317,118,-18.154450616993
12,MIN,28,36,63,1,374,267,1,0,3,16,19,267,0,1,107,135,303,132,2.42791393507046
12,NOR,33,9,43,0,112,13,2,1,5,6,1,13,0,0,100,16,134,-3,-30.9791021387188
12,NWE,34,34,70,2,298,170,1,2,4,10,23,170,2,0,138,75,229,95,-4.41669906382177
12,NYG,15,29,46,1,155,136,1,2,8,11,17,136,0,1,40,78,202,58,-17.3638815960574
12,NYJ,25,39,68,2,345,257,0,4,8,15,24,257,0,2,104,104,275,153,-7.91748779269711
12,PHI,30,31,63,2,301,230,0,2,7,9,22,230,1,1,76,89,247,141,-3.65713374317022
12,PIT,28,18,49,3,219,110,1,3,5,8,9,110,1,1,129,83,136,27,-18.6349222430727
12,SEA,14,46,65,2,250,221,1,6,12,19,26,221,0,2,70,110,330,111,-11.9475640435261
12,SFO,28,31,61,2,308,198,2,2,7,10,19,198,1,0,126,125,256,73,-28.5097990275099
12,TAM,20,50,72,3,543,462,0,2,7,13,37,462,0,3,87,156,486,306,17.504607604342
12,TEN,21,44,67,4,336,295,1,2,6,19,24,295,2,2,56,164,339,131,0.982084424904315
12,WAS,18,35,57,2,247,215,1,4,6,9,25,215,0,1,60,72,209,143,-28.1638726531906
13,ARI,31,47,79,4,463,351,0,1,7,10,37,351,3,1,119,256,167,95,13.3313352985731
13,ATL,36,37,75,3,424,232,0,2,4,10,27,232,1,2,207,50,300,182,5.6593698640354
13,BAL,28,48,77,2,388,285,1,1,5,16,31,285,0,2,111,124,453,161,2.44450128790339
13,BUF,21,39,60,3,402,316,2,0,7,11,26,316,0,3,86,133,266,183,2.03867987079536
13,CHI,22,42,66,5,460,402,1,2,3,14,27,402,2,3,60,68,571,334,14.6451124666492
13,CIN,28,39,66,1,406,296,0,0,2,13,26,296,0,1,110,151,298,145,-0.800765749960497
13,CLE,18,45,66,5,431,389,1,3,5,15,29,389,1,3,62,132,487,257,2.62118639925029
13,DAL,37,17,54,4,401,107,1,0,0,4,12,107,2,2,294,51,94,56,14.6716591329669
13,DEN,22,40,63,1,447,318,0,1,4,15,25,318,0,1,134,152,378,166,9.50224723988278
13,DET,31,34,67,4,389,267,0,2,2,8,26,267,3,1,140,150,212,117,6.19132059933109
13,GNB,25,27,59,1,278,188,1,7,9,15,11,188,0,1,117,35,269,153,-6.1698516776464
13,HOU,29,35,67,3,371,285,0,3,5,8,27,285,1,2,109,161,189,124,5.7721082585025
13,IND,19,38,62,2,398,341,1,5,8,11,26,341,2,0,90,106,394,235,-1.51544786768375
13,JAC,38,43,85,4,420,305,1,4,14,14,28,305,0,3,145,147,328,158,-9.89228524081699
13,KAN,33,28,61,2,330,151,2,0,4,11,15,151,0,2,179,74,234,77,6.59883280458065
13,LAC,43,22,66,4,291,130,0,1,2,8,14,130,2,2,165,76,154,54,1.68696541304988
13,LAR,21,39,61,5,232,173,1,2,5,17,21,173,1,3,92,87,240,86,-11.344455347202
13,LVR,34,23,60,4,376,186,1,3,7,8,14,186,2,2,206,116,201,70,5.03074372705305
13,MIA,17,27,50,1,196,193,2,6,11,8,17,193,0,1,40,155,162,38,-12.1617966306676
13,MIN,25,42,68,2,390,280,2,2,5,12,28,280,1,1,124,92,351,188,-6.71149809743941
13,NOR,21,39,63,1,332,273,0,3,8,20,19,273,0,1,70,56,453,217,-12.7200737892013
13,NWE,15,53,70,0,258,209,2,3,11,25,26,209,0,0,70,129,324,80,-26.3004576223477
13,NYG,22,43,70,1,327,263,1,5,9,15,27,263,0,1,111,108,380,155,-17.0218490498939
13,NYJ,25,47,73,4,440,381,1,2,6,18,28,381,1,3,72,170,499,211,2.72980458803669
13,PHI,25,34,61,4,437,295,0,2,6,9,25,295,1,3,149,133,364,162,18.2948422157837
13,PIT,21,46,70,2,318,296,0,3,10,15,31,296,1,1,45,168,265,128,-5.76439661623223
13,SEA,31,22,55,2,290,105,1,2,4,8,13,105,1,1,190,28,184,77,-5.04285276845664
13,SFO,27,40,68,4,449,375,0,1,3,8,32,375,0,4,81,129,294,246,10.8098971713787
13,TEN,36,34,70,5,458,340,0,0,1,8,26,340,1,4,118,190,212,150,17.0690360096557
13,WAS,14,53,67,2,326,305,1,0,2,19,33,305,0,2,21,149,325,156,-10.4179680973558
14,ARI,17,24,49,1,159,145,0,8,11,11,13,145,1,0,78,30,271,115,-18.217250880145
14,ATL,26,44,71,2,345,243,1,1,3,7,36,243,0,2,105,145,241,98,3.63537556851873
14,BAL,28,48,76,6,493,355,1,0,5,18,29,355,4,2,138,142,446,213,17.9750477823687
14,BUF,17,37,55,3,224,187,2,1,5,14,21,187,0,2,47,116,242,71,-17.1121234553866
14,CAR,30,27,58,4,365,280,0,1,5,6,21,280,0,4,96,156,170,124,7.10275616045692
14,CHI,27,30,64,1,263,219,0,7,11,9,21,219,0,1,108,122,197,97,-10.4007814815268
14,CIN,25,23,50,2,272,185,0,2,4,7,16,185,0,2,101,65,186,120,8.0566199815263
14,CLE,32,21,56,6,385,176,0,4,4,9,12,176,5,1,231,62,226,114,21.2890624094969
14,DAL,30,38,70,2,309,222,0,2,4,10,28,222,0,1,101,145,153,77,-18.1338952992228
14,DEN,21,40,65,3,370,283,0,4,6,10,30,283,3,0,125,161,236,122,3.80896005995019
14,DET,31,33,64,4,410,290,0,0,1,7,26,290,1,3,120,171,210,119,19.5686547539663
14,GNB,15,40,58,3,293,273,0,4,6,13,27,273,2,1,51,155,239,118,8.69990109655547
14,HOU,23,33,59,4,410,267,0,3,5,9,24,267,1,3,169,190,144,77,15.4073810468781
14,IND,22,46,68,4,424,345,2,0,2,12,32,345,1,2,79,159,325,186,0.194323665616431
14,JAC,40,24,65,4,454,212,0,1,7,5,19,212,2,2,249,73,197,139,13.1596633393649
14,KAN,24,49,76,3,367,316,1,4,8,20,28,316,1,2,80,110,466,206,-0.663622239702194
14,LAC,20,33,55,2,319,263,3,2,6,8,22,263,0,2,70,111,327,152,0.34413482779796
14,LAR,29,23,59,1,220,146,1,6,9,8,14,146,0,0,107,50,142,96,-31.8721788535978
14,LVR,31,28,59,4,456,244,0,0,1,9,19,244,2,2,212,105,255,139,22.4589123468512
14,MIA,24,34,61,3,448,393,3,3,6,7,24,393,1,2,94,205,318,188,0.527606920679674
14,MIN,26,23,48,3,303,196,0,0,3,8,15,196,1,2,107,57,228,139,7.24945137638276
14,NOR,36,30,65,3,413,167,0,0,3,13,17,167,2,1,246,120,175,47,0.716372100897948
14,NWE,36,25,62,2,318,137,1,1,3,8,16,137,1,1,186,74,114,63,-1.76151837366736
14,NYG,43,35,79,2,390,244,0,1,4,11,24,244,1,1,159,128,191,116,1.35207560102261
14,NYJ,36,32,69,5,410,239,1,1,3,6,25,239,1,4,174,105,227,134,14.122451684649
14,PHI,20,38,63,3,358,291,1,5,12,9,28,291,1,2,96,113,253,178,3.53176704605064
14,PIT,27,43,71,2,334,238,1,1,5,18,24,238,0,2,104,130,455,108,-10.003859447597
14,SEA,23,26,52,0,185,132,0,3,6,12,14,132,0,0,69,45,245,87,-17.4347451594909
14,SFO,28,32,62,0,193,108,1,2,5,16,15,108,0,0,98,61,197,47,-17.9149228977634
14,TAM,33,37,76,2,335,225,0,6,12,13,24,225,1,1,162,126,248,99,11.2204883032816
14,TEN,15,54,69,1,354,263,1,0,1,22,31,263,0,1,91,129,455,134,-8.91819694672305
14,WAS,27,45,76,4,344,260,1,4,12,19,25,257,1,1,108,128,268,129,-30.3068102660473
15,ARI,29,44,79,4,422,338,0,6,7,20,24,338,1,3,117,173,477,165,3.37998574369703
15,ATL,18,45,66,4,416,390,0,3,7,14,31,390,2,2,51,195,349,195,10.311305760344
15,BAL,22,29,56,2,267,226,0,5,6,7,22,226,0,2,62,90,225,136,-1.78343417186989
15,BUF,28,32,63,4,255,132,0,3,4,12,20,132,2,1,140,64,125,68,-8.33475512692091
15,CAR,27,29,61,3,291,143,0,5,5,9,20,143,2,1,195,106,123,37,2.78450183572878
15,CHI,28,35,65,3,407,271,1,3,9,10,24,271,1,2,158,144,206,127,1.51772240756385
15,CIN,23,38,62,2,244,170,1,1,9,17,20,170,1,1,86,105,307,65,-20.4226350303688
15,CLE,21,32,54,0,288,221,0,1,4,13,19,221,0,0,74,85,298,136,-3.29639302828516
15,DAL,36,43,81,4,458,319,2,2,6,15,26,319,1,3,150,120,334,199,6.85432198270269
15,DEN,24,40,65,5,534,359,0,1,5,12,28,359,3,2,182,118,404,241,32.3969229403071
15,DET,38,27,66,6,463,273,0,1,1,6,21,273,3,3,195,131,246,142,30.5990858548661
15,GNB,27,35,65,1,364,258,0,3,6,14,21,258,1,0,115,141,238,117,-1.28228762722469
15,HOU,23,29,53,3,350,228,0,1,3,7,22,228,1,2,127,103,199,125,14.77840715211
15,IND,21,41,67,2,425,373,0,5,7,8,33,373,0,2,83,140,313,233,10.1721426435323
15,JAC,37,26,64,5,409,250,1,1,2,6,19,250,2,3,159,97,254,153,18.2342217007629
15,KAN,17,34,52,4,285,234,1,1,7,18,15,234,1,3,60,139,272,95,-6.1176975913113
15,LAC,41,33,74,3,449,279,1,1,3,12,20,279,2,1,173,103,310,176,8.99587728217695
15,LAR,31,31,64,2,289,207,0,2,2,9,22,207,1,1,93,119,143,88,-1.39798651427289
15,LVR,29,32,62,4,402,314,0,1,5,10,22,314,2,2,96,91,359,223,15.3822413090638
15,MIA,22,27,52,0,303,209,0,3,3,10,17,209,0,0,117,87,227,122,-5.15618597748311
15,MIN,42,21,64,3,397,202,1,1,2,5,15,202,2,1,199,99,167,103,8.70837453150022
15,NOR,41,47,92,4,411,254,0,4,11,21,26,254,1,3,179,128,422,126,1.99071089524393
15,NWE,42,26,70,3,383,145,1,2,3,5,20,145,3,0,250,77,98,68,12.5292002762819
15,NYG,30,32,63,3,392,297,0,1,1,5,27,297,1,2,106,107,235,190,16.4707759629819
15,NYJ,19,34,56,2,303,209,1,3,8,11,22,209,0,2,114,114,199,95,-14.786544826499
15,PHI,30,37,68,4,526,432,1,1,1,8,28,432,1,3,103,177,364,255,1.14437824287283
15,PIT,41,13,56,3,230,89,0,2,6,6,7,89,2,1,152,24,179,65,-6.37100674350278
15,SEA,20,55,79,2,353,295,2,4,7,15,38,295,1,1,84,139,368,156,1.20909555938797
15,SFO,22,34,58,4,291,221,0,2,3,14,20,221,2,2,87,148,206,73,0.262911938948368
15,TAM,13,49,65,3,369,356,0,3,4,15,34,356,0,3,37,119,431,237,1.82450555506437
15,TEN,27,38,65,3,430,307,1,0,5,10,27,307,2,1,123,112,353,195,8.64256070731403
15,WAS,26,27,53,2,302,121,1,0,3,8,18,121,1,1,181,59,139,62,3.76955474222094
16,ARI,30,22,55,3,398,182,0,3,4,9,13,182,0,3,227,109,145,73,8.53802396439496
16,ATL,21,45,66,2,395,278,2,0,5,19,24,278,0,2,117,170,352,108,0.831470134288203
16,BAL,12,41,59,1,269,252,0,6,11,17,24,252,0,1,54,108,386,144,-3.17383364524508
16,BUF,24,21,48,1,201,78,0,3,5,12,9,78,1,0,145,46,176,32,-7.4010582546898
16,CAR,19,47,69,1,386,291,2,3,7,19,26,291,0,1,108,170,490,121,-9.48764215855604
16,CHI,16,37,54,2,279,211,2,1,4,11,24,211,0,2,76,69,239,142,-6.94320626011107
16,CIN,17,33,51,4,488,324,0,1,6,9,24,302,1,3,166,116,339,186,12.434617999499
16,CLE,34,33,69,3,333,218,0,2,5,16,17,218,0,3,131,125,318,93,-1.1067459878099
16,DAL,29,39,70,2,477,342,2,3,4,16,21,342,1,1,151,129,376,213,-4.73524353820254
16,DEN,20,33,55,1,316,253,0,2,7,12,21,253,0,1,89,129,208,124,-1.18470632506939
16,DET,26,42,70,7,588,491,0,2,2,11,31,491,1,6,111,162,467,329,24.7394347501845
16,GNB,27,26,55,2,260,121,2,2,5,13,11,121,1,1,156,38,212,83,-5.92593287338968
16,HOU,33,38,71,4,540,371,0,0,4,9,29,371,2,2,169,187,329,184,24.5227312662643
16,IND,14,49,64,4,354,341,0,1,2,15,34,341,1,3,22,134,345,207,-0.523962571809534
16,JAC,33,36,70,5,391,265,1,1,6,11,24,265,3,2,128,138,294,127,17.5151889273409
16,KAN,23,35,62,2,367,300,0,4,12,8,27,300,0,2,90,145,233,155,3.44780511220495
16,LAC,28,47,76,1,396,264,2,2,5,21,24,264,1,0,133,96,541,168,1.47461296630612
16,LAR,24,32,60,2,292,225,0,5,8,12,20,225,1,1,95,82,318,143,-1.02585024830289
16,LVR,25,35,63,2,383,276,0,3,6,9,26,276,0,2,130,138,233,138,6.97314131691472
16,MIA,24,34,60,2,418,336,0,3,4,13,21,336,1,1,104,149,318,187,-1.64726876634375
16,MIN,45,28,73,7,583,319,2,0,2,5,21,319,7,0,264,149,259,170,26.1718900857507
16,NOR,17,41,60,5,364,291,0,2,8,14,27,291,2,3,90,164,191,127,10.7950150001561
16,NWE,31,40,71,5,474,344,0,0,0,10,30,344,1,4,130,142,397,202,26.7264634260957
16,NYG,40,26,65,3,432,183,0,0,4,9,17,183,1,2,249,66,181,117,15.2976411251545
16,NYJ,18,53,73,2,299,285,0,4,7,25,28,285,2,0,45,120,412,165,-10.2430744712267
16,PHI,34,30,66,4,513,377,1,2,7,7,22,377,1,3,151,225,238,152,10.243969595457
16,PIT,28,34,67,3,365,270,1,5,8,12,21,270,2,1,127,131,379,139,0.210309091722593
16,SEA,29,43,75,0,334,234,1,3,9,18,24,234,0,0,118,78,283,156,-10.0790126684489
16,SFO,27,50,79,1,350,247,1,3,5,18,31,247,1,0,120,96,406,151,-13.5609999160416
16,TAM,15,31,50,0,186,152,1,4,11,9,21,152,0,0,73,89,166,63,-29.5470478410134
16,TEN,37,25,63,6,448,231,1,1,2,3,21,231,2,4,234,108,178,123,21.3038258685556
16,WAS,35,28,67,2,280,197,1,4,5,8,19,197,1,1,113,66,290,131,-7.04583863657899
17,ARI,30,38,70,0,333,231,1,2,5,15,22,231,0,0,110,93,358,138,-9.62131525732646
17,ATL,22,41,63,5,485,399,1,1,2,14,26,399,1,4,94,184,447,215,21.1962031630622
17,BAL,19,21,40,0,195,48,2,0,2,13,6,48,0,0,147,33,155,15,-23.3739362067729
17,BUF,20,59,80,4,454,393,3,1,4,20,36,393,2,1,70,215,440,178,-12.6250911843605
17,CAR,30,32,64,4,347,201,0,2,4,10,22,201,1,3,156,83,201,118,10.3278028888712
17,CHI,19,24,44,5,316,240,0,1,6,5,19,240,1,4,79,154,172,86,21.2069041824434
17,CIN,54,19,73,5,525,121,1,0,2,7,11,121,2,3,404,45,191,76,25.4826739748015
17,CLE,20,44,65,2,394,317,1,1,5,17,26,317,0,2,85,108,418,209,8.30087341057722
17,DAL,28,25,55,3,336,229,1,2,6,7,17,229,1,2,125,68,287,161,-1.44524572550171
17,DEN,23,38,64,4,465,371,2,3,5,12,24,371,2,2,106,123,379,248,3.20852149801794
17,DET,31,40,74,5,508,405,0,3,5,12,28,405,2,3,125,210,271,195,19.3808211534387
17,GNB,31,42,74,1,356,252,1,1,3,8,33,252,1,0,108,123,261,129,-8.62064864252352
17,HOU,41,27,70,5,492,216,0,2,8,9,18,216,4,1,288,62,306,154,19.8104656369693
17,IND,17,42,65,2,283,261,0,6,10,16,26,261,0,2,53,85,295,176,-16.8571501239203
17,JAC,37,27,64,3,437,164,1,0,1,9,17,164,2,1,273,117,167,47,4.78440303152916
17,KAN,35,31,69,5,416,302,0,3,5,9,22,302,2,3,135,173,243,129,16.3901911331632
17,LAC,17,32,50,3,268,218,0,1,5,9,23,218,1,2,51,181,147,37,8.31347042019479
17,LAR,18,27,49,2,214,192,1,4,5,7,19,192,0,1,48,144,213,48,-15.2966562221148
17,LVR,32,41,75,3,446,339,0,2,3,16,25,339,1,2,122,216,293,123,-1.31623758272381
17,MIA,25,38,64,6,455,388,2,1,2,12,24,388,2,4,78,115,451,273,13.6324918193277
17,MIN,22,31,54,5,417,293,1,1,1,10,20,293,2,3,129,83,443,210,17.431505919275
17,NOR,20,37,60,1,320,271,5,3,6,14,18,271,1,0,74,46,502,225,-24.1238312530331
17,NWE,25,34,62,2,350,266,2,3,6,9,23,266,1,1,111,157,241,109,2.20935025019571
17,NYG,27,47,80,1,307,244,1,6,9,17,29,244,1,0,108,126,258,118,-8.07703839581653
17,NYJ,29,31,63,4,404,261,0,3,6,9,22,261,0,4,166,134,195,127,15.723950252228
17,PHI,27,32,62,2,248,162,2,3,5,8,22,162,0,2,103,97,101,65,-13.1440761524052
17,PIT,31,27,62,3,358,196,0,4,4,10,17,196,2,1,192,60,258,136,8.62835966832346
17,SEA,24,37,64,2,328,273,0,3,7,12,25,273,1,1,86,102,288,171,-0.956800856669305
17,SFO,27,36,65,3,280,181,0,2,4,16,20,181,1,2,121,114,324,67,3.80829611138869
17,TAM,26,44,71,3,385,265,0,1,6,15,29,265,1,2,127,125,227,140,4.7491003328495
17,TEN,17,40,61,4,457,385,1,4,6,10,29,385,1,3,96,95,416,290,16.361848181433
17,WAS,29,33,65,2,216,119,2,3,9,18,13,119,2,0,118,43,276,76,-19.6181989437318
